State Name,District Name,Commodity,Market Name,Variety,Group,Arrivals Tonnes,Min Price Rs_per_Quintal,Max Price Rs_per_Quintal,Modal Price Rs_per_Quintal,Reported Date
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Potato,Gopiganj,Potato,Vegetables,30.0,400.0,400.0,400.0,2019-01-19
Uttar Pradesh,Gorakhpur,Potato,Gorakhpur,Potato,Vegetables,201.2,710.0,800.0,750.0,2019-01-19
Uttar Pradesh,Bulandshahar,Potato,Gulavati,Other,Vegetables,0.8,528.0,532.0,530.0,2019-01-19
Uttar Pradesh,Hathras,Potato,Haathras,Desi,Vegetables,30.0,400.0,600.0,500.0,2019-01-19
Uttar Pradesh,Meerut,Potato,Parikshitgarh,Local,Vegetables,1.0,500.0,600.0,550.0,2019-01-19
Uttar Pradesh,Maharajganj,Potato,Partaval,Potato,Vegetables,15.0,700.0,750.0,730.0,2019-01-19
Uttar Pradesh,Pillibhit,Potato,Pilibhit,Desi,Vegetables,130.0,440.0,480.0,460.0,2019-01-19
Uttar Pradesh,Pratapgarh,Potato,Pratapgarh,Potato,Vegetables,26.0,575.0,600.0,585.0,2019-01-19
Uttar Pradesh,Kanpur,Potato,Pukhrayan,Desi,Vegetables,39.5,430.0,630.0,530.0,2019-01-19
Uttar Pradesh,Pillibhit,Potato,Puranpur,Potato,Vegetables,6.2,450.0,560.0,500.0,2019-01-19
Uttar Pradesh,Unnao,Potato,Purwa,Desi,Vegetables,3.0,510.0,535.0,525.0,2019-01-19
Uttar Pradesh,Raebarelli,Potato,Raibareilly,Desi,Vegetables,65.0,500.0,600.0,560.0,2019-01-19
Uttar Pradesh,Rampur,Potato,Rampur,Desi,Vegetables,45.0,500.0,550.0,520.0,2019-01-19
Uttar Pradesh,Ballia,Potato,Rasda,Desi,Vegetables,12.0,950.0,1100.0,1000.0,2019-01-19
Uttar Pradesh,Sonbhadra,Potato,Robertsganj,Potato,Vegetables,110.0,550.0,640.0,590.0,2019-01-19
Uttar Pradesh,Barabanki,Potato,Rudauli,Desi,Vegetables,4.9,450.0,550.0,500.0,2019-01-19
Uttar Pradesh,Bahraich,Potato,Ruperdeeha,Potato,Vegetables,40.0,0.0,800.0,700.0,2019-01-19
Uttar Pradesh,Kanpur,Potato,Rura,Desi,Vegetables,15.0,750.0,850.0,800.0,2019-01-19
Uttar Pradesh,Barabanki,Potato,Safdarganj,Desi,Vegetables,12.0,600.0,700.0,650.0,2019-01-19
Uttar Pradesh,Saharanpur,Potato,Saharanpur,Desi,Vegetables,89.5,485.0,565.0,520.0,2019-01-19
Uttar Pradesh,Siddharth Nagar,Potato,Sahiyapur,Potato,Vegetables,54.0,635.0,740.0,685.0,2019-01-19
Uttar Pradesh,Ghazipur,Potato,Saidpur,Potato,Vegetables,12.0,515.0,615.0,565.0,2019-01-19
Uttar Pradesh,Raebarelli,Potato,Salon,Desi,Vegetables,75.0,500.0,575.0,550.0,2019-01-19
Uttar Pradesh,Muradabad,Potato,Sambhal,Desi,Vegetables,37.5,410.0,470.0,435.0,2019-01-19
Uttar Pradesh,Agra,Potato,Samsabad,Local,Vegetables,204.0,350.0,450.0,400.0,2019-01-19
Uttar Pradesh,Hardoi,Potato,Sandi,Other,Vegetables,120.0,800.0,950.0,875.0,2019-01-19
Uttar Pradesh,Hardoi,Potato,Sandila,Kufri Megha,Vegetables,160.0,650.0,740.0,700.0,2019-01-19
Uttar Pradesh,Meerut,Potato,Sardhana,Desi,Vegetables,4.0,300.0,400.0,350.0,2019-01-19
Uttar Pradesh,Gorakhpur,Potato,Sehjanwa,Potato,Vegetables,10.0,700.0,900.0,800.0,2019-01-19
Uttar Pradesh,Hathras,Potato,Shadabad,Desi,Vegetables,250.0,300.0,400.0,350.0,2019-01-19
Uttar Pradesh,Hardoi,Potato,Shahabad(New Mandi),Potato,Vegetables,110.0,370.0,470.0,415.0,2019-01-19
Uttar Pradesh,Jaunpur,Potato,Shahganj,Potato,Vegetables,21.0,560.0,700.0,620.0,2019-01-19
Uttar Pradesh,Shahjahanpur,Potato,Shahjahanpur,Potato,Vegetables,360.0,450.0,550.0,500.0,2019-01-19
Uttar Pradesh,Muzaffarnagar,Potato,Shahpur,Potato,Vegetables,3.5,0.0,0.0,510.0,2019-01-19
Uttar Pradesh,Muzaffarnagar,Potato,Shamli,Desi,Vegetables,25.0,500.0,600.0,550.0,2019-01-19
Uttar Pradesh,Firozabad,Potato,Shikohabad,Local,Vegetables,500.0,550.0,600.0,580.0,2019-01-19
Uttar Pradesh,Bulandshahar,Potato,Sikanderabad,Potato,Vegetables,27.0,400.0,500.0,462.0,2019-01-19
Uttar Pradesh,Hathras,Potato,Sikandraraau,Desi,Vegetables,1.5,440.0,680.0,510.0,2019-01-19
Uttar Pradesh,Bulandshahar,Potato,Sikarpur,Potato,Vegetables,16.0,300.0,400.0,350.0,2019-01-19
Uttar Pradesh,Sitapur,Potato,Sindholi,Other,Vegetables,4.0,800.0,900.0,850.0,2019-01-19
Uttar Pradesh,Allahabad,Potato,Sirsa,Desi,Vegetables,22.0,580.0,720.0,670.0,2019-01-19
Uttar Pradesh,Firozabad,Potato,Sirsaganj,Local,Vegetables,2455.0,310.0,510.0,410.0,2019-01-19
Uttar Pradesh,Sitapur,Potato,Sitapur,Potato,Vegetables,260.0,500.0,610.0,570.0,2019-01-19
Uttar Pradesh,Bulandshahar,Potato,Siyana,Potato,Vegetables,6.4,410.0,570.0,510.0,2019-01-19
Uttar Pradesh,Siddharth Nagar,Potato,Soharatgarh,Potato,Vegetables,31.0,670.0,710.0,690.0,2019-01-19
Uttar Pradesh,Saharanpur,Potato,Sultanpurchilkana,Desi,Vegetables,0.3,300.0,400.0,350.0,2019-01-19
Uttar Pradesh,Padrauna(Kusinagar),Potato,Tamkuhi Road,Potato,Vegetables,96.0,800.0,850.0,825.0,2019-01-19
Uttar Pradesh,Ambedkarnagar,Potato,Tanda,Potato,Vegetables,34.0,500.0,600.0,550.0,2019-01-19
Uttar Pradesh,Rampur,Potato,Tanda(Rampur),Other,Vegetables,5.0,300.0,310.0,305.0,2019-01-19
Uttar Pradesh,Muzaffarnagar,Potato,Thanabhawan,Local,Vegetables,2.0,400.0,500.0,440.0,2019-01-19
Uttar Pradesh,Shahjahanpur,Potato,Tilhar,Potato,Vegetables,0.5,600.0,700.0,650.0,2019-01-19
Uttar Pradesh,Firozabad,Potato,Tundla,Desi,Vegetables,24.0,550.0,570.0,560.0,2019-01-19
Uttar Pradesh,Badaun,Potato,Ujhani,Local,Vegetables,70.0,580.0,640.0,610.0,2019-01-19
Uttar Pradesh,Unnao,Potato,Unnao,Desi,Vegetables,28.4,450.0,575.0,515.0,2019-01-19
Uttar Pradesh,Kanpur,Potato,Uttaripura,Desi,Vegetables,1379.4,300.0,500.0,400.0,2019-01-19
Uttar Pradesh,Varanasi,Potato,Varanasi(F&V),Potato,Vegetables,325.0,620.0,650.0,635.0,2019-01-19
Uttar Pradesh,Kanpur,Potato,Varipaal,Other,Vegetables,2.2,300.0,450.0,400.0,2019-01-19
Uttar Pradesh,Rampur,Potato,Vilaspur,Desi,Vegetables,8.2,500.0,520.0,510.0,2019-01-19
Uttar Pradesh,Ballia,Potato,Vilthararoad,Desi,Vegetables,10.0,800.0,900.0,850.0,2019-01-19
Uttar Pradesh,Pillibhit,Potato,Vishalpur,Desi,Vegetables,37.5,425.0,500.0,475.0,2019-01-19
Uttar Pradesh,Sitapur,Potato,Viswan,Desi,Vegetables,4.0,600.0,700.0,650.0,2019-01-19
Uttar Pradesh,Siddharth Nagar,Potato,Wansi,Potato,Vegetables,75.0,585.0,595.0,590.0,2019-01-19
Uttrakhand,Haridwar,Potato,Bhagwanpur(Naveen Mandi Sthal),Other,Vegetables,1.0,600.0,675.0,650.0,2019-01-19
Uttrakhand,Dehradoon,Potato,Dehradoon,Other,Vegetables,145.8,300.0,600.0,400.0,2019-01-19
Uttrakhand,Haridwar,Potato,Haridwar Union,Other,Vegetables,16.0,400.0,600.0,550.0,2019-01-19
Uttrakhand,UdhamSinghNagar,Potato,Jaspur(UC),Other,Vegetables,15.0,310.0,600.0,500.0,2019-01-19
Uttrakhand,UdhamSinghNagar,Potato,Kashipur,Other,Vegetables,4.0,500.0,600.0,550.0,2019-01-19
Uttrakhand,UdhamSinghNagar,Potato,Khateema,Other,Vegetables,29.0,290.0,490.0,390.0,2019-01-19
Uttrakhand,UdhamSinghNagar,Potato,Kicchha,Other,Vegetables,1.0,500.0,600.0,550.0,2019-01-19
Uttrakhand,Garhwal (Pauri),Potato,Kotadwara,Other,Vegetables,3.0,300.0,400.0,350.0,2019-01-19
Uttrakhand,Haridwar,Potato,Manglaur,Other,Vegetables,2.0,300.0,500.0,400.0,2019-01-19
Uttrakhand,Nanital,Potato,Ramnagar,Other,Vegetables,1.5,500.0,600.0,550.0,2019-01-19
Assam,Kamrup,Potato,Pamohi(Garchuk),Potato,Vegetables,180.0,800.0,1000.0,900.0,2019-01-19
Chandigarh,Chandigarh,Potato,Chandigarh(Grain/Fruit),Other,Vegetables,118.5,250.0,400.0,325.0,2019-01-19
Chattisgarh,Durg,Potato,Durg,Other,Vegetables,21.0,700.0,800.0,750.0,2019-01-19
Chattisgarh,Raigarh,Potato,Raigarh,Other,Vegetables,50.0,400.0,500.0,400.0,2019-01-19
Chattisgarh,Rajnandgaon,Potato,Rajnandgaon,Potato,Vegetables,7.5,700.0,700.0,700.0,2019-01-19
Chattisgarh,Bilaspur,Potato,Tiphra,Other,Vegetables,70.0,800.0,1000.0,900.0,2019-01-19
Gujarat,Ahmedabad,Potato,Ahmedabad(Chimanbhai Patal Market Vasana),Desi,Vegetables,891.6,300.0,900.0,650.0,2019-01-19
Gujarat,Ahmedabad,Potato,Ahmedabad(Chimanbhai Patal Market Vasana),Jalander,Vegetables,891.6,500.0,800.0,700.0,2019-01-19
Gujarat,Ahmedabad,Potato,Ahmedabad(Chimanbhai Patal Market Vasana),Chips,Vegetables,891.6,1300.0,1400.0,1350.0,2019-01-19
Gujarat,Anand,Potato,"Anand(Veg,Yard,Anand)",Potato,Vegetables,67.28,500.0,900.0,750.0,2019-01-19
Gujarat,Bharuch,Potato,Bharuch,Other,Vegetables,62.54,800.0,1300.0,1200.0,2019-01-19
Gujarat,Dahod,Potato,Dahod(Veg. Market),Potato,Vegetables,36.0,600.0,1200.0,1000.0,2019-01-19
Gujarat,Ahmedabad,Potato,Dholka(Koth),Other,Vegetables,100.0,1100.0,1300.0,1200.0,2019-01-19
Gujarat,Rajkot,Potato,Dhoraji,Potato,Vegetables,16.0,700.0,900.0,800.0,2019-01-19
Gujarat,Anand,Potato,Khambhat(Veg Yard Khambhat),Other,Vegetables,0.1,700.0,900.0,800.0,2019-01-19
Gujarat,Mehsana,Potato,Mehsana(Mehsana Veg),Potato,Vegetables,151.3,350.0,1000.0,750.0,2019-01-19
Gujarat,Kheda,Potato,Nadiyad(Chaklasi),Potato,Vegetables,5.5,900.0,1100.0,1000.0,2019-01-19
Gujarat,Kheda,Potato,Nadiyad(Piplag),Potato,Vegetables,164.2,900.0,1100.0,1000.0,2019-01-19
Gujarat,Vadodara(Baroda),Potato,Padra,Other,Vegetables,1.9,1300.0,1500.0,1400.0,2019-01-19
Gujarat,Anand,Potato,"Petlad(Veg Yard, Petlad)",Other,Vegetables,2.06,400.0,600.0,500.0,2019-01-19
Gujarat,Rajkot,Potato,Rajkot(Ghee Peeth),Desi,Vegetables,600.0,500.0,1150.0,1000.0,2019-01-19
Gujarat,Surat,Potato,Surat,Other,Vegetables,700.0,400.0,1500.0,950.0,2019-01-19
Gujarat,Surendranagar,Potato,Vadhvan,Potato,Vegetables,27.9,500.0,550.0,525.0,2019-01-19
Gujarat,Vadodara(Baroda),Potato,Vadodara(Sayajipura),Other,Vegetables,338.4,500.0,1050.0,800.0,2019-01-19
Haryana,Karnal,Potato,Asandh,Other,Vegetables,2.5,500.0,650.0,600.0,2019-01-19
Haryana,Kurukshetra,Potato,Babain,Local,Vegetables,670.0,251.0,391.0,320.0,2019-01-19
Haryana,Faridabad,Potato,Ballabhgarh,Other,Vegetables,46.0,500.0,1000.0,800.0,2019-01-19
Haryana,Ambala,Potato,Barara,Other,Vegetables,1.0,200.0,240.0,200.0,2019-01-19
Haryana,Panchkula,Potato,Barwala,Other,Vegetables,46.0,400.0,450.0,425.0,2019-01-19
Haryana,Hissar,Potato,Barwala(Hisar),Other,Vegetables,75.0,500.0,600.0,550.0,2019-01-19
Haryana,Kaithal,Potato,Cheeka,Other,Vegetables,330.0,350.0,380.0,360.0,2019-01-19
Haryana,Yamuna Nagar,Potato,Chhachrauli,Potato,Vegetables,0.9,450.0,500.0,450.0,2019-01-19
Haryana,Faridabad,Potato,Faridabad,Other,Vegetables,90.0,500.0,600.0,550.0,2019-01-19
Haryana,Gurgaon,Potato,Farukh Nagar,Other,Vegetables,2.0,1000.0,1000.0,1000.0,2019-01-19
Haryana,Sonipat,Potato,Ganaur,Potato,Vegetables,4.0,500.0,800.0,600.0,2019-01-19
Assam,Kamrup,Ridge gourd(Tori),Pamohi(Garchuk),Ridgeguard(Tori),Vegetables,0.5,2500.0,2800.0,2600.0,2019-01-19
Gujarat,Surat,Ridge gourd(Tori),Surat,Other,Vegetables,4.0,1000.0,3250.0,2125.0,2019-01-19
Gujarat,Vadodara(Baroda),Ridge gourd(Tori),Vadodara(Sayajipura),Other,Vegetables,0.2,4000.0,4500.0,4300.0,2019-01-19
Gujarat,Surat,Ridge gourd(Tori),Vyra,Other,Vegetables,0.1,2000.0,2500.0,2250.0,2019-01-19
Karnataka,Bangalore,Ridge gourd(Tori),"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Vegetables,5.0,2600.0,3000.0,2800.0,2019-01-19
Karnataka,Kolar,Ridge gourd(Tori),Chickkaballapura,Ridgeguard(Tori),Vegetables,16.0,2000.0,2400.0,2200.0,2019-01-19
Karnataka,Bangalore,Ridge gourd(Tori),Doddaballa Pur,Ridgeguard(Tori),Vegetables,1.0,1200.0,2000.0,1500.0,2019-01-19
Kerala,Kasargod,Ridge gourd(Tori),Kanjangadu,Ridgeguard(Tori),Vegetables,0.65,2500.0,4000.0,3000.0,2019-01-19
Kerala,Kasargod,Ridge gourd(Tori),Manjeswaram,Ridgeguard(Tori),Vegetables,1.0,3600.0,4600.0,4100.0,2019-01-19
Kerala,Kasargod,Ridge gourd(Tori),Neeleswaram,Other,Vegetables,0.6,4800.0,5200.0,5000.0,2019-01-19
Kerala,Idukki,Ridge gourd(Tori),Thodupuzha,Other,Vegetables,0.5,1400.0,1600.0,1600.0,2019-01-19
Maharashtra,Satara,Ridge gourd(Tori),Karad,Other,Vegetables,1.0,2500.0,3000.0,3000.0,2019-01-19
Maharashtra,Mumbai,Ridge gourd(Tori),Mumbai,Other,Vegetables,6.0,2200.0,3200.0,2700.0,2019-01-19
